comment,product_id,rating,reviewer,sku,submissionTime,title
The case is attractive and lightweight and not bulky!,34810137,4,cfinchaz,6460202,8/17/14 21:21,attractive case
It looks like it will protect the screen very well. It does not leave smudges and it is very easy to clean.,34810130,5,BBmami,5252062,8/17/14 21:20,Great screen protector for cellphone
So far the product works as advertised. No connection issues when used in some older vehicles with cig lighter sockets that are worn and troublesome with previously purchased charging cords.,34810117,3,Radioman,1074323,8/17/14 21:19,Product Works Well
For the price - it works great with the I-phone!!!,34810103,4,cfinchaz,5019104,8/17/14 21:18,works great with i-phone
Better than my expectations for color and clarity on my Sony,34810110,5,TACO99,9585145,8/17/14 21:18,GREAT
Has good color choices but hard to snap together!!,34810077,4,cfinchaz,8291106,8/17/14 21:16,Nice color choices.
Average price for a mid range cartridge. Not as bright as the 61+ but also not as expensive.,34810053,4,atex7,1146635,8/17/14 21:13,Decent mid range ink cartridge
Overall I am pleased with my purchase and the product works well. I have had issues with the 3.0 USB not working well but this one seems to be ok so far.,34810037,4,josephcall,8914933,8/17/14 21:12,Works well
"Satisfied Customer, Product is the right size for on the go",34810034,5,Hollywood,1775147,8/17/14 21:11,Great Product
I love it I will tell all my friend about it. I love shipping at this store,34810031,4,Redman,1753377,8/17/14 21:11,Zero
"The movie is supered, the blu ray is is stunning, the sound mix is awesome if you have a home theater. Great movie!!!",34809975,5,DIESELDAD758,7383409,8/17/14 21:07,Great movie
"I like my new blue tooth headset. It fits good in the ear. and has clear sound, If something happened to the one I have I would buy another like it.",34809970,5,Preacher,2842453,8/17/14 21:07,great headset
I purchased this as a gift. My brother loves it!!!,34809967,4,Stand3452,1567591,8/17/14 21:06,Great backup contoller
"I bought these to replace the ones I lost, that came with my phone. They work just as good as the original ones.",34809966,4,Blaise911,2528029,8/17/14 21:06,Replacement head phones
This is an awesome set of wireless headphones! Cant beat the price and quality.,34809912,5,dangermois,3353002,8/17/14 21:01,Great for gaming!
Does what I need it to do and the price is right. Also very easy to use and will connect up to 6 devices for your media system. I would definitely recommend.,34809914,4,mojo22,4828027,8/17/14 21:01,Decent basic receiver
"I like using these cards for itunes, app store, ibooks purchases because I don't have to enter my card information. Easy to use.",34809905,5,rasperella,3695121,8/17/14 21:00,Not much to say but ...
Super Fast Computer Boots Up Very Fast. Easy Internet Surfing,34809862,5,Superfly,6869096,8/17/14 20:56,Good Fast Computer
Just bought my first Naga and it has everything i would ever want in my gaming mouse.,34809808,5,Jesus,1653812,8/17/14 20:51,Great Mouse
Love the monitor. Just what I was looking for to fit my needs.,34809804,5,cindomom,8682086,8/17/14 20:50,Very Nice-Just what I wanted
"It is an awesome innovation, it eliminates all the wire clutter in my living room, using it on my Bose accoustimas 10 series IV surround speaker. It works as it is described. Easy to set up, just plug and play. I've been using it for almost a couple of months. Outstanding!",34809760,5,SatisfiedSailor,8275528,8/17/14 20:48,Awesome!
Great device! To be so small it has great volume capacity!,34809759,4,Kisha,5235001,8/17/14 20:48,Great!!
Must have to print from computer. So far so good. Great price.,34809756,5,cmg1,9695523,8/17/14 20:47,Great
"Great Buy. Love this series. Great suspense, hilarious and fun.",34809740,4,techgeek03,5733005,8/17/14 20:45,Love it!
"Great image, color and definition. DEAD in 2 months",34809734,1,rafaelle,7294042,8/17/14 20:45,What a lemon
Great Buy. Love this series. Great acting all around and laugh out loud funny!,34809729,5,techgeek03,1548117,8/17/14 20:44,Love this show!
I've used Logitech products before and this doesn't disappoint. The lightred keys are fantastic and the other features are nice.,34809712,5,Yoda,1261466,8/17/14 20:43,Fantastic features and I love the lighted keys
"Great Buy. Love this series. Great suspense, hilarious and fun.",34809711,5,techgeek03,1350026,8/17/14 20:43,Love it!
There is so much storage space that it's more than enough for every photo I'll ever have! The price was right and it was easy to set up.,34809675,5,Susie21,1765023,8/17/14 20:40,Great extra storage for all my photos and music!
Very pleased with this printer and it's ability to print using any Bluetooth enabled devise. Print quality is satisfactory.,34809671,4,DeltaNashReb,3854006,8/17/14 20:40,Great printer for home use
"Great computer, prints fast and easy for my Mother to use.",34809653,5,cmg1,8949452,8/17/14 20:39,Excellent printer
"I used this cable for 1 1/2 years, still have 6 months for an upgrade, had to get new cable.",34809627,5,ERSGD,6652043,8/17/14 20:37,Good quality
Great computer for mother. She is learning how to use it.,34809615,5,cmg1,5954009,8/17/14 20:36,Great desktop!
"Subwoofer sounds good, has good bass sound, easy to install.",34809611,4,,7752088,8/17/14 20:35,Sounds good
There's a reason it's hard to find PS4s in stock vs XBOX. It's due to the fact that these are miles better than xbox.,34809605,5,Texourtex,8240103,8/17/14 20:35,Ps4 wins
"great picture, clear images easy to use and set up",34809591,5,joedi,4376023,8/17/14 20:34,good sharp picture
"Great movie to have on Blu-Ray, funny, with great songs.",34809588,4,Jgarza,6955008,8/17/14 20:34,Great movie
These are the worst headphone for the price. The stock apple headphones sound Better and have iOS controls. Really stay away from these and get the Polk Nue Era,34809587,1,Texourtex,2937172,8/17/14 20:34,No. Just no.
ITunes are still great for the money. My son loves b it.,34809580,5,Eddie,3695167,8/17/14 20:33,My son loves iTunes
This is great... easy setup... durable. Trusted brand name.,34809574,5,erns,4728707,8/17/14 20:33,Good modem. Works as expected.
"Stand was easy to put together and 65"" TV fits nicely. Look great!",34809555,5,,9985441,8/17/14 20:32,great TV stand
Bought these to use as everyday headphone but couldn't stand the size. Bluetooth works great and pretty good noise cancellation. Best over the ear headphone for price,34809543,4,Texourtex,1906001,8/17/14 20:32,Good sound..ok
"Speakers work great, great sound and clarity. Easy to install.",34809552,4,,7708042,8/17/14 20:32,Good
Great quality and packaging. Scary movie and really good when watched on hdtv,34809528,5,Texourtex,2889516,8/17/14 20:31,Awesome movie
"I had checked similar cameras from nikon and panasonic. This was clearly the best. Use it on my kayak trips and hikes. Easy to handle, great zoom range, quick autofocus. Love it!",34809526,5,Quickstep1,3986118,8/17/14 20:30,great camera to bring on a hike
A must have. Have owned previous models for other smaller Garmins and they always do what you expect it to do...no surprises.,34809531,5,Moji,8231861,8/17/14 20:30,Garmin mount
I love that it doesnot take up a lot of space and they eork well together,34809503,5,waxypals,1122196,8/17/14 20:29,this is great charges well
Terrific piece of equipment. love the way it provides me options when traffic is bad.,34809489,5,Moji,7534216,8/17/14 20:29,Great GPS...have smaller Garmin and older eyes...
This is one of the best television sets I have in the house.,34809492,5,Eddie,2127006,8/17/14 20:28,Top quality picture.
"It was a good remake of the original. Skeptical at first, but glad I picked it up.",34809490,4,Juztn,2978394,8/17/14 20:28,Decent remake
This is by far the best wireless printer we have ever bought. Works great with the iMac and our laptops.,34809459,5,,6541303,8/17/14 20:26,Great printer !
I n love this product and I use it all of the time.,34809446,5,Eddie,1712118,8/17/14 20:26,Great product
Comfortable and sound is good. Haven't tied the mic feature.,34809394,5,Patfan05,4783004,8/17/14 20:23,Comfortable and sound is good
"Kids love it, comes with digital copy couldn't ask for much more",34809371,5,Roundrocktx,6306117,8/17/14 20:22,Great movie
Tv has good picture. I can use my HD hookup and use the internet. I need speakers for better sound,34809368,5,movigoer,3730034,8/17/14 20:22,TV 50inch
"great product...used at my desk at work, brought one as a hift, gave one to a college student.",34809362,3,teach1,8959653,8/17/14 20:21,easy for a person on the go to get a hearty meal
This is a movie that is fun to watch with your children and grandchildren. The 3-D version adds a lot to the overall viewing experience.,34809303,4,dimer,6306117,8/17/14 20:17,Wonderful movie
I purchased for my daughter's use at college. Great price for the amount of storage.,34809285,5,,8856144,8/17/14 20:16,Great value for the price.
"I bought this for my son, he's 12. He loves it, he's a bit of an electronics nut, so I figured we could give this a try. It really holds his attention and he can make stuff up too, not following the directions for different things.",34809228,5,Brauvura,1461695,8/17/14 20:13,Wonderful!
Color must have for granddaughter !!! Match color for phone &amp; iPad,34809193,5,InspireU,3869466,8/17/14 20:12,Easy cover for phone
"it's a very good product for the price. the cartridges are user-friendly, easy to load into my printer",34809189,5,printers,9777936,8/17/14 20:11,great price
"Performs as it should, works great with a smart device",34809188,4,Zeppelin,6578276,8/17/14 20:11,Does it's job
I really don't know much about it. It was a gift to someone and he loves it,34809182,5,,4127007,8/17/14 20:11,good
"It was I gift to someone. So, I guess its good:)..",34809138,5,,8240079,8/17/14 20:08,good
"Bought for granddaughter, liked fashionable color!!!",34809134,5,InspireU,1778002,8/17/14 20:08,"Great cover, easy access to iPad"
I gave it to someone as gift and he's in love with it already.,34809111,5,,8240103,8/17/14 20:07,great
"Bought this movie for the kids. They loved it! I think they liked the first one more, but definitely worth purchasing if it's on sale.",34809088,4,Marimbas,6955008,8/17/14 20:04,Kids loved it
This works well with our Pioneer receiver. My daughter loves being able to use her headphones with it.,34809087,5,Missy,4716033,8/17/14 20:04,Nice adapter
Has very good picture and nice features. Can't comment on much because the TV is used in northern Wisconsin with limited channel reception.,34809051,4,crv2000,8812414,8/17/14 20:02,great tv
My third purchase!!! On all iPads used by kids under age 7... Many drops no cracks of screen or case... Love love love!!!,34809048,5,InspireU,6592139,8/17/14 20:01,Lots of drops...no problem!!!
This worked very well in our camper to get the TV in the correct spot. Easy to set up and stays in plus while the camper is moving.,34809020,5,Missy,1065552,8/17/14 20:01,Worked great in our camperEasy to install. No mess or clogging or anything. Works fine.
